Gene name	Module
AT2TE25625	Lightgreen
AT2TE25645	Tan
AT2TE25740	Magenta
AT2TE25940	Grey
AT2TE26010	Tan
AT2TE26015	Tan
AT2TE26020	Tan
AT2TE26110	Blue
AT2TE26255	Pink
AT2TE26275	Lightcyan
AT2TE26315	Grey60
AT2TE26350	Saddlebrown
AT2TE26495	Magenta
AT2TE26610	Green
AT2TE26615	Darkgreen
AT2TE26620	Green
AT2TE26655	Turquoise
AT2TE26660	Skyblue
AT2TE26665	Skyblue
AT2TE26670	Skyblue
AT2TE26680.A	Skyblue
AT2TE26680.B	Grey
AT2TE26845	Grey
AT2TE26850	Midnightblue
AT2TE26865.B	Saddlebrown
AT2TE27050	Grey
AT2TE27080	Grey
AT2TE27085	Grey
AT2TE27125	Red
AT2TE27200	Pink
AT2TE27390	Midnightblue
AT2TE27440	Midnightblue
AT2TE27505	Grey
AT2TE27520	Magenta
AT2TE27670.B	Lightcyan
AT2TE27700	Grey
AT2TE27705	Grey
AT2TE27820	Magenta
AT2TE27870	Magenta
AT2TE27880	Magenta
AT2TE27910	Pink
AT2TE27920	Pink
AT2TE27950	Grey
AT2TE27985	Black
AT2TE28020	Turquoise
AT2TE28035	Grey60
AT2TE28180	Magenta
AT2TE28280	Grey
AT2TE28295	Grey60
AT2TE28325	Lightcyan
AT2TE28420	Grey60
AT2TE28425	Grey60
AT2TE28430	Grey60
AT2TE28565.B	Saddlebrown
AT2TE28630	Tan
AT2TE28635	Tan
AT2TE28675	Darkgrey
AT2TE28800	Grey60
AT2TE28920	Grey
AT2TE28955.A	Lightcyan
AT2TE29070	Grey
AT2TE29125	Lightcyan
AT2TE29130	Lightcyan
AT2TE29180	Orange
AT2TE29450	Black
AT2TE29460	Lightgreen
AT2TE29510	Lightgreen
AT2TE29630	Red
AT2TE29775	Greenyellow
AT2TE29890	Grey
AT2TE29960	Grey
AT2TE30240	Pink
AT2TE30245	Steelblue
AT2TE30555	Lightcyan
AT2TE30930	Blue
AT2TE30945	Pink
AT2TE30950	Pink
AT2TE31130	Brown
AT2TE31290	Grey
AT2TE31430	Grey
AT2TE31720	Grey
AT2TE31825	Red
AT2TE32080	Magenta
AT2TE32600	Lightyellow
AT2TE32605	Lightyellow
AT2TE32640	Black
AT2TE32950	Grey60
AT2TE32970	Grey
AT2TE33015	Midnightblue
AT2TE33020	Midnightblue
AT2TE33105	Brown
AT2TE33250	Magenta
AT2TE33330	Brown
AT2TE33385	Darkred
AT2TE33390	Darkred
AT2TE33750	Greenyellow
AT2TE33890	Black
AT2TE33940	Green
AT2TE33965	Midnightblue
AT2TE34260	Brown
AT2TE34310	Magenta
AT2TE34350	Brown
AT2TE34355	Brown
AT2TE34410	Darkgrey
AT2TE34500	Green
AT2TE34610	Lightcyan
AT2TE34910	Lightcyan
AT2TE35160	Grey
AT2TE35190	Pink
AT2TE35305	Darkorange
AT2TE35635	Pink
AT2TE35685	Pink
AT2TE35690	Pink
AT2TE35695	Brown
AT2TE35715	Brown
AT2TE35730	Pink
AT2TE35735	Pink
AT2TE35740	Pink
AT2TE35840	Midnightblue
AT2TE36430	Grey
AT2TE36460	Green
AT2TE36595	Grey
AT2TE36670	Greenyellow
AT2TE37050.A	Lightcyan
AT2TE37060	Tan
AT2TE37065	Tan
AT2TE37075	Tan
AT2TE37080	Tan
AT2TE37085	Tan
AT2TE37090	Black
AT2TE37325	Green
AT2TE37340	Tan
AT2TE37435	Pink
AT2TE37450	Grey
AT2TE37610	Tan
AT2TE37760	Grey
AT2TE38000	Turquoise
AT2TE38245.B	Lightcyan
AT2TE38575	Grey
AT2TE38580	Tan
AT2TE38810	Pink
AT2TE39090	Brown
AT2TE39265	Cyan
AT2TE39335	Cyan
AT2TE39680	Tan
AT2TE39820	Magenta
AT2TE39860	Grey
AT2TE40040	Darkorange
AT2TE40090	Grey
AT2TE40265	Tan
AT2TE40675	Grey
AT2TE41090	Grey
AT2TE41380	Blue
AT2TE41385	Blue
AT2TE41390	Blue
AT2TE41440	Magenta
AT2TE41445	Lightcyan
AT2TE41455	Skyblue
AT2TE41500	Darkturquoise
AT2TE41505	Darkturquoise
AT2TE41515	Grey
AT2TE41665	Brown
AT2TE41670	Brown
AT2TE41675	Brown
AT2TE41750	Lightcyan
AT2TE41765	Grey
AT2TE41835	Skyblue
AT2TE41840	Grey
AT2TE42060	Midnightblue
AT2TE42065	Grey
AT2TE42190	Lightgreen
AT2TE42295	Pink
AT2TE42300	Pink
AT2TE42420	Cyan
AT2TE42460.B	Green
AT2TE42485.A	Red
AT2TE42485.B	Black
AT2TE42505	Grey
AT2TE42550	Pink
AT2TE42785	Grey
AT2TE42810.A	Lightcyan
AT2TE42810.B	Pink
AT2TE42810.C	Paleturquoise
AT2TE42860	Salmon
AT2TE42940	Cyan
AT2TE42990	Grey
AT2TE43060	Darkturquoise
AT2TE43070	Purple
AT2TE43095	Darkturquoise
AT2TE43125	Grey
AT2TE43165.A	Lightcyan
AT2TE43240	Turquoise
AT2TE43295	Green
AT2TE43395	Purple
AT2TE43430	Tan
AT2TE44365	Pink
AT2TE44510	Brown
AT2TE44680	Grey
AT2TE44710	Red
AT2TE44730	Grey
AT2TE44735	Grey
AT2TE44740	Grey
AT2TE44860	Lightcyan
AT2TE44940	Blue
AT2TE45020	Black
AT2TE45040	Salmon
AT2TE45090	Salmon
AT2TE45120	Black
AT2TE45270	Grey
AT2TE45275	Grey
AT2TE45280	Grey
AT2TE45420	Green
AT2TE45460	Grey
AT2TE45475	Pink
AT2TE45520	Brown
AT2TE45540	Yellow
AT2TE45590	Pink
AT2TE45640	Pink
AT2TE45910	Black
AT2TE45915	Black
AT2TE45920	Grey
AT2TE45925	Brown
AT2TE45930	Brown
AT2TE46125	Pink
AT2TE46170	Blue
AT2TE46175	Blue
AT2TE46210	Green
AT2TE46215	Grey
AT2TE46220	Grey
AT2TE46580	Blue
AT2TE46590	Cyan
AT2TE47020	Grey
AT2TE47040	Grey
AT2TE47060	Tan
AT2TE47070	Tan
AT2TE47075	Tan
AT2TE47130	Saddlebrown
AT2TE47640	Grey
AT2TE47650	Grey
AT2TE47770	Brown
AT2TE47790	Grey
AT2TE47885	Tan
AT2TE48170	Skyblue
AT2TE48400	Pink
AT2TE48405	Pink
AT2TE48475	Grey
AT2TE48720	Magenta
AT2TE48795	Grey
AT2TE48800	Turquoise
AT2TE48870	Grey
AT2TE48890	Turquoise
AT2TE48990	Darkred
AT2TE49135	Grey
AT2TE49330	Magenta
AT2TE49890	Black
AT2TE49950	Grey
AT2TE50160	Pink
AT2TE50475	Grey
AT2TE50690	Red
AT2TE50695	Red
AT2TE50820	Yellow
AT2TE50880	Brown
AT2TE50950	Blue
AT2TE51050	Blue
AT2TE51070	Grey
AT2TE51350	Grey
AT2TE51370	Grey
AT2TE51495	Darkturquoise
AT2TE51765	Tan
AT2TE52070	Grey
AT2TE52160	Grey60
AT2TE52200	Pink
AT2TE52390	Grey
AT2TE52395	Grey
AT2TE52400	Grey
AT2TE52640	Blue
AT2TE52780	Lightcyan
AT2TE52785	Lightcyan
AT2TE53070	Darkred
AT2TE53385	Grey
AT2TE53395	Salmon
AT2TE53650	Black
AT2TE54200	Turquoise
AT2TE54360	Orange
AT2TE54490	Blue
AT2TE54495	Tan
AT2TE54780	Skyblue
AT2TE54910	Lightcyan
AT2TE55520	Green
AT2TE55575	Royalblue
AT2TE55600	Lightcyan
AT2TE55605	Lightcyan
AT2TE55610	Lightcyan
AT2TE55860	Grey
AT2TE55910	Grey
AT2TE55970	Brown
AT2TE55985	Cyan
AT2TE56040	Red
AT2TE56270	Lightgreen
AT2TE56340	Purple
AT2TE56730	Black
AT2TE56780	Purple
AT2TE56790	Grey
AT2TE56855	Grey
AT2TE56870	Grey
AT2TE57075	Salmon
AT2TE57110	Grey
AT2TE57160	Black
AT2TE57380	Grey
AT2TE57390	Red
AT2TE57395	Grey
AT2TE57405	Brown
AT2TE57460	Grey
AT2TE57465	Darkgreen
AT2TE57560	Tan
AT2TE57590	Brown
AT2TE57770	Grey
AT2TE57785	Turquoise
AT2TE57820	Grey
AT2TE57840	Grey
AT2TE57940	Turquoise
AT2TE57960	Black
AT2TE58010	Grey
AT2TE58810	Lightgreen
AT2TE59250	Black
AT2TE59330	Grey
AT2TE59470	Red
AT2TE59610	Royalblue
AT2TE59720	Pink
AT2TE59880	Green
AT2TE59885	Green
AT2TE59980	Tan
AT2TE59985	Red
AT2TE60090	Red
AT2TE60480	Black
AT2TE60750	Grey
AT2TE60850	Grey
AT2TE61100	Turquoise
AT2TE61310	Cyan
AT2TE61315	Salmon
AT2TE61550	Grey
AT2TE62260	Salmon
AT2TE62700	Lightgreen
AT2TE62705	Grey
AT2TE62950	Pink
AT2TE63080	Pink
AT2TE63120	Grey
AT2TE63125	Grey
AT2TE63790	Pink
AT2TE63800	Tan
AT2TE64130	Blue
AT2TE64150	Darkred
AT2TE64500	Magenta
AT2TE64510	Black
AT2TE64515	Black
AT2TE64525	Black
AT2TE64890	Grey
AT2TE65230	Grey
AT2TE65920	Darkorange
AT2TE66650	Grey
AT2TE66655	Turquoise
AT2TE67245	Darkgreen
AT2TE67330	Purple
AT2TE67390	Midnightblue
AT2TE67965	Grey
AT2TE68100	Grey
AT2TE68105	Grey
AT2TE68335	Blue
AT2TE68630	Grey
AT2TE69230	Grey
AT2TE69490	Pink
AT2TE69570	Blue
AT2TE70700	Yellow
AT2TE70830	Red
AT2TE71040	Red
AT2TE71050	Grey
AT2TE71350	Grey
AT2TE71400	Magenta
AT2TE71535	Grey
AT2TE71580	Turquoise
AT2TE71660	Skyblue
AT2TE71670	Skyblue
AT2TE71725	Tan
AT2TE71730	Tan
AT2TE71740	Tan
AT2TE71745	Tan
AT2TE71850	Grey
AT2TE72130	Midnightblue
AT2TE72160	Red
AT2TE72255	Magenta
AT2TE73080	Turquoise
AT2TE73145	Grey
AT2TE73320	Brown
AT2TE73690	Black
AT2TE74230	Tan
AT2TE74400	Midnightblue
AT2TE74720	Magenta
AT2TE75490	Grey
AT2TE75565	Darkred
AT2TE75570	Darkred
AT2TE75650	Magenta
AT2TE75655	Magenta
AT2TE75960	Grey
AT2TE76340	Grey
AT2TE76410	Magenta
AT2TE76420	Magenta
AT2TE76540	Darkgreen
AT2TE76840	Brown
AT2TE77005	Turquoise
AT2TE77015	Turquoise
AT2TE77080	Cyan
AT2TE77560	Darkred
AT2TE77900	Lightcyan
AT2TE78030	Pink
AT2TE78210	Magenta
AT2TE78320	Grey
AT2TE78400	Turquoise
AT2TE79090	Grey
AT2TE79235	Brown
AT2TE79270	Lightcyan
AT2TE79400	Turquoise
AT2TE80000	Grey
AT2TE80325	Yellow
AT2TE80480	Purple
AT2TE80670	Yellow
AT2TE81010	Pink
AT2TE81015	Pink
AT2TE81055	Grey
AT2TE81690	Grey
AT2TE82000	Pink
AT2TE82150	Yellow
AT2TE82400	Grey
AT2TE82905	Darkgreen
AT2TE82910	Darkgreen
AT2TE82925	Pink
AT2TE83030	Brown
AT2TE83150	Blue
AT2TE83210	Tan
AT2TE83225	Pink
AT2TE83680	Magenta
AT2TE84130	Grey
AT2TE84250	Grey
AT2TE84260	Yellow
AT2TE84415	Grey
AT2TE84800	Grey
AT2TE84830	Magenta
AT2TE84975	Magenta
AT2TE84980	Magenta
AT2TE84985	Magenta
AT2TE85710	Turquoise
AT2TE85780	Brown
AT2TE85800	Purple
AT2TE85930	Red
AT2TE86050	Grey
AT2TE86100	Grey
AT2TE86120	Saddlebrown
AT2TE86210	Brown
AT2TE86520	Grey
AT2TE87240	Grey
AT2TE87610	Grey
AT2TE87730	Grey
AT2TE89030	Grey60
AT2TE89480	Purple
AT2TE89540	Grey
AT3G01010	Black
AT3G01015	Salmon
AT3G01020	Darkgrey
AT3G01030	Lightyellow
AT3G01040	Green
AT3G01050	Grey
AT3G01060	Turquoise
AT3G01070	Pink
AT3G01080	Green
AT3G01085	Magenta
AT3G01090	Salmon
AT3G01100	Red
AT3G01120	Greenyellow
AT3G01130	Greenyellow
AT3G01140	Purple
AT3G01142	Purple
AT3G01150	Green
AT3G01160	Yellow
AT3G01170	Red
AT3G01175	Brown
AT3G01180	Turquoise
AT3G01185	Cyan
AT3G01190	Brown
AT3G01200	Grey
AT3G01202	Grey
AT3G01210	Turquoise
AT3G01220	Brown
AT3G01230	Magenta
AT3G01240	Magenta
AT3G01250	Magenta
AT3G01260	Brown
AT3G01270	Magenta
AT3G01280	Greenyellow
AT3G01290	Green
AT3G01300	Blue
AT3G01310	Turquoise
AT3G01311	Magenta
AT3G01313	Midnightblue
AT3G01316	Midnightblue
AT3G01319	Grey
AT3G01320	Lightgreen
AT3G01322	Tan
AT3G01323	Tan
AT3G01324	Tan
AT3G01325	Tan
AT3G01326	Tan
AT3G01327	Tan
AT3G01328	Tan
AT3G01329	Tan
AT3G01330	Blue
AT3G01331	Cyan
AT3G01340	Greenyellow
AT3G01345	Grey
AT3G01350	Grey
AT3G01360	Brown
AT3G01370	Purple
AT3G01380	Yellow
AT3G01390	Turquoise
AT3G01400	Red
AT3G01410	Blue
AT3G01420	Brown
AT3G01430	Grey
AT3G01435	Salmon
AT3G01440	Turquoise
AT3G01450	Blue
AT3G01460	Grey
AT3G01470	Grey
AT3G01472	Grey
AT3G01480	Turquoise
AT3G01490	Turquoise
AT3G01500	Turquoise
AT3G01510	Purple
AT3G01513	Brown
AT3G01516	Brown
AT3G01520	Red
AT3G01530	Steelblue
AT3G01540	Grey
AT3G01550	Turquoise
AT3G01560	Grey
AT3G01570	Darkred
AT3G01572	Royalblue
AT3G01580	Yellow
AT3G01590	Grey
AT3G01600	Grey
AT3G01610	Yellow
AT3G01620	Magenta
AT3G01630	Magenta
AT3G01640	Red
AT3G01650	Grey
AT3G01660	Turquoise
AT3G01670	Grey
AT3G01680	Turquoise
AT3G01690	Turquoise
AT3G01700	Magenta
AT3G01710	Blue
AT3G01720	Brown
AT3G01730	Brown
AT3G01740	Greenyellow
AT3G01750	Grey
AT3G01760	Brown
AT3G01770	Grey
AT3G01780	Brown
AT3G01790	Yellow
AT3G01800	Yellow
AT3G01810	Blue
AT3G01820	Red
AT3G01830	Red
AT3G01840	Red
AT3G01850	Red
AT3G01860	Turquoise
AT3G01870	Magenta
AT3G01880	Darkorange
AT3G01890	Black
AT3G01900	Brown
AT3G01910	Turquoise
AT3G01920	Turquoise
AT3G01930	Brown
AT3G01940	Grey
AT3G01950	Brown
AT3G01960	Turquoise
AT3G01970	Red
AT3G01980	Turquoise
AT3G01990	Red
AT3G02000	Pink
AT3G02010	Yellow
AT3G02020	Grey
AT3G02030	Black
AT3G02040	Grey
AT3G02050	Turquoise
AT3G02060	Royalblue
AT3G02065	Grey
AT3G02070	Red
AT3G02080	Greenyellow
AT3G02090	Greenyellow
AT3G02100	Brown
AT3G02110	Blue
AT3G02120	Blue
AT3G02125	Lightyellow
AT3G02130	Grey
AT3G02140	Red
AT3G02150	Red
AT3G02160	Lightgreen
AT3G02170	Grey
AT3G02180	Turquoise
AT3G02190	Yellow
AT3G02200	Greenyellow
AT3G02210	Blue
AT3G02220	Yellow
AT3G02230	Greenyellow
AT3G02240	Brown
AT3G02242	Brown
AT3G02250	Purple
AT3G02260	Green
AT3G02270	Pink
AT3G02280	Yellow
AT3G02290	Lightgreen
AT3G02300	Turquoise
AT3G02310	Salmon
AT3G02320	Yellow
AT3G02330	Yellow
AT3G02340	Red
AT3G02350	Grey
AT3G02360	Greenyellow
AT3G02370	Grey
AT3G02380	Turquoise
AT3G02390	Grey
AT3G02400	Salmon
AT3G02410	Magenta
AT3G02420	Yellow
AT3G02430	Brown
AT3G02440	Magenta
AT3G02450	Purple
AT3G02460	Red
AT3G02468	Greenyellow
AT3G02470	Greenyellow
AT3G02480	Darkred
AT3G02490	Yellow
AT3G02493	Brown
AT3G02500	Pink
AT3G02510	Turquoise
AT3G02515	Red
AT3G02520	Greenyellow
AT3G02530	Yellow
AT3G02540	Turquoise
AT3G02550	Salmon
AT3G02555	Magenta
AT3G02560	Greenyellow
AT3G02570	Turquoise
AT3G02580	Grey
AT3G02590	Pink
AT3G02600	Purple
AT3G02610	Grey
AT3G02620	Brown
AT3G02630	Blue
AT3G02640	Blue
AT3G02650	Yellow
AT3G02660	Purple
AT3G02670	Darkorange
AT3G02680	Yellow
AT3G02690	Turquoise
AT3G02700	Grey
AT3G02710	Yellow
AT3G02720	Turquoise
AT3G02730	Turquoise
AT3G02740	Green
AT3G02750	Grey
AT3G02760	Yellow
AT3G02770	Green
AT3G02780	Greenyellow
AT3G02790	Greenyellow
AT3G02800	Red
AT3G02810	Magenta
AT3G02820	Blue
AT3G02830	Turquoise
AT3G02832	Yellow
AT3G02840	Red
AT3G02850	Brown
AT3G02860	Grey
AT3G02870	Turquoise
AT3G02875	Lightgreen
AT3G02880	Red
AT3G02885	Brown
AT3G02890	Blue
AT3G02900	Purple
AT3G02910	Grey
AT3G02920	Yellow
AT3G02930	Blue
AT3G02940	Steelblue
AT3G02950	Yellow
AT3G02960	Cyan
AT3G02970	Magenta
AT3G02980	Grey
AT3G02990	Grey
AT3G03000	Green
AT3G03010	Yellow
AT3G03020	Red
AT3G03030	Grey
AT3G03040	Grey
AT3G03050	Brown
AT3G03060	Yellow
AT3G03070	Greenyellow
AT3G03080	Lightcyan
AT3G03090	Blue
AT3G03100	Greenyellow
AT3G03110	Yellow
AT3G03120	Lightgreen
AT3G03130	Blue
AT3G03140	Grey
AT3G03150	Turquoise
AT3G03160	Greenyellow
AT3G03170	Darkred
AT3G03180	Grey
AT3G03190	Grey
AT3G03200	Grey
AT3G03210	Pink
AT3G03220	Blue
AT3G03230	Pink
AT3G03240	Tan
AT3G03250	Grey
AT3G03260	Tan
AT3G03270	Tan
AT3G03272	Black
AT3G03280	Brown
AT3G03290	Brown
AT3G03300	Grey
AT3G03305	Black
AT3G03310	Red
AT3G03320	Yellow
AT3G03330	Grey
AT3G03340	Lightgreen
AT3G03341	Darkred
AT3G03350	Grey
AT3G03360	Grey
AT3G03370	Grey
AT3G03380	Grey
AT3G03400	Tan
AT3G03410	Tan
AT3G03420	Yellow
AT3G03430	Magenta
AT3G03440	Lightgreen
AT3G03450	Salmon
AT3G03460	Blue
AT3G03470	Red
AT3G03480	Skyblue
AT3G03490	Grey
AT3G03500	Brown
AT3G03510	Darkgrey
AT3G03520	Brown
AT3G03530	Lightgreen
AT3G03540	Lightgreen
AT3G03550	Grey
AT3G03560	Green
AT3G03570	Brown
AT3G03580	Royalblue
AT3G03590	Salmon
AT3G03600	Yellow
AT3G03610	Green
AT3G03620	Darkred
AT3G03630	Royalblue
AT3G03640	Yellow
AT3G03650	Black
AT3G03660	Brown
AT3G03670	Steelblue
AT3G03680	Blue
AT3G03690	Grey
AT3G03700	Brown
AT3G03702	Grey
AT3G03710	Purple
AT3G03720	Lightgreen
AT3G03726	Pink
AT3G03730	Pink
AT3G03740	Salmon
AT3G03750	Salmon
AT3G03760	Black
AT3G03770	Purple
AT3G03773	Salmon
AT3G03776	Grey
AT3G03780	Grey
AT3G03790	Grey
AT3G03800	Magenta
AT3G03810	Brown
AT3G03820	Turquoise
AT3G03828	Salmon
AT3G03830	Turquoise
AT3G03840	Turquoise
AT3G03850	Turquoise
AT3G03855	Green
AT3G03860	Grey
AT3G03870	Red
AT3G03880	Grey
AT3G03890	Turquoise
AT3G03900	Lightcyan
AT3G03910	Grey
AT3G03920	Yellow
AT3G03930	Black
AT3G03940	Grey
AT3G03950	Yellow
AT3G03960	Yellow
AT3G03970	Black
AT3G03980	Purple
AT3G03990	Grey
AT3G04000	Red
AT3G04010	Red
AT3G04020	Yellow
AT3G04030	Green
AT3G04040	Red
AT3G04050	Grey
AT3G04060	Green
AT3G04070	Green
AT3G04080	Brown
AT3G04090	Grey
AT3G04100	Tan
AT3G04110	Green
AT3G04120	Greenyellow
AT3G04130	Yellow
AT3G04140	Turquoise
AT3G04150	Grey
AT3G04160	Grey
AT3G04170	Grey
AT3G04180	Black
AT3G04181	Green
AT3G04184	Grey
AT3G04190	Lightgreen
AT3G04200	Darkgreen
AT3G04210	Green
AT3G04220	Green
AT3G04230	Yellow
AT3G04240	Red
AT3G04250	Midnightblue
AT3G04260	Purple
AT3G04270	Darkorange
AT3G04280	Tan
AT3G04290	Blue
AT3G04300	Tan
AT3G04310	Turquoise
AT3G04320	Brown
AT3G04330	Brown
AT3G04340	Purple
AT3G04350	Red
AT3G04360	Magenta
AT3G04370	Brown
AT3G04380	Blue
AT3G04400	Greenyellow
AT3G04410	Grey
AT3G04420	Green
AT3G04430	Grey
AT3G04440	Grey
AT3G04445	Purple
AT3G04450	Purple
AT3G04460	Yellow
AT3G04470	Blue
AT3G04480	Green
AT3G04485	Turquoise
AT3G04490	Grey
AT3G04500	Grey
AT3G04510	Grey
AT3G04520	Grey
AT3G04530	Brown
AT3G04540	Cyan
AT3G04545	Cyan
AT3G04550	Purple
AT3G04560	Grey
AT3G04570	Brown
AT3G04580	Green
AT3G04590	Turquoise
AT3G04600	Yellow
AT3G04610	Yellow
AT3G04620	Lightcyan
AT3G04630	Blue
AT3G04640	Red
AT3G04650	Purple
AT3G04660	Black
AT3G04670	Grey
AT3G04680	Blue
AT3G04690	Magenta
AT3G04700	Magenta
AT3G04710	Yellow
AT3G04715	Magenta
AT3G04717	Darkgreen
AT3G04720	Green
AT3G04730	Turquoise
AT3G04735	Darkorange
AT3G04740	Grey
AT3G04750	Grey
AT3G04760	Turquoise
AT3G04770	Yellow
AT3G04780	Greenyellow
AT3G04790	Turquoise
AT3G04800	Yellow
AT3G04810	Blue
AT3G04820	Yellow
AT3G04830	Greenyellow
AT3G04840	Greenyellow
AT3G04850	Blue
AT3G04854	Grey
AT3G04860	Purple
AT3G04870	Turquoise
AT3G04880	Grey
AT3G04890	Turquoise
AT3G04900	Black
AT3G04910	Turquoise
AT3G04920	Greenyellow
AT3G04930	Red
AT3G04940	Purple
AT3G04943	Pink
AT3G04945	Pink
AT3G04950	Yellow
AT3G04960	Salmon
AT3G04970	Green
AT3G04980	Blue
AT3G04990	Salmon
AT3G05000	Greenyellow
AT3G05010	Grey
AT3G05020	Blue
AT3G05030	Turquoise
AT3G05040	Yellow
AT3G05050	Brown
AT3G05060	Yellow
AT3G05070	Greenyellow
AT3G05080	Red
AT3G05090	Red
AT3G05100	Purple
AT3G05110	Salmon
AT3G05120	Grey
AT3G05130	Yellow
AT3G05140	Blue
AT3G05150	Brown
AT3G05152	Pink
AT3G05155	Brown
AT3G05160	Turquoise
AT3G05165	Red
AT3G05170	Brown
AT3G05180	Purple
AT3G05190	Blue
AT3G05200	Red
AT3G05210	Red
AT3G05220	Grey
AT3G05230	Greenyellow
AT3G05240	Yellow
AT3G05250	Red
AT3G05260	Darkred
AT3G05270	Grey
AT3G05280	Grey
AT3G05290	Grey
AT3G05300	Pink
AT3G05310	Tan
AT3G05320	Green
AT3G05327	Grey
AT3G05330	Blue
AT3G05340	Purple
AT3G05345	Turquoise
AT3G05350	Turquoise
AT3G05360	Green
AT3G05370	Turquoise
AT3G05380	Yellow
AT3G05390	Lightgreen
AT3G05400	Grey
AT3G05410	Purple
AT3G05415	Purple
AT3G05420	Greenyellow
AT3G05430	Salmon
AT3G05440	Black
AT3G05450	Darkgrey
AT3G05460	Tan
AT3G05470	Blue
AT3G05480	Blue
AT3G05490	Grey
AT3G05500	Greenyellow
AT3G05510	Yellow
AT3G05520	Turquoise
AT3G05525	Grey60
AT3G05530	Greenyellow
AT3G05540	Midnightblue
AT3G05545	Red
AT3G05550	Pink
AT3G05560	Greenyellow
AT3G05570	Grey
AT3G05580	Red
AT3G05590	Greenyellow
AT3G05600	Salmon
AT3G05610	Magenta
AT3G05620	Grey
AT3G05625	Purple
AT3G05630	Lightgreen
AT3G05640	Grey
AT3G05650	Green
AT3G05660	Green
AT3G05670	Red
AT3G05675	Blue
AT3G05680	Grey
AT3G05685	Black
AT3G05690	Green
AT3G05700	Grey
AT3G05710	Green
AT3G05720	Lightcyan
AT3G05725	Magenta
AT3G05727	Midnightblue
AT3G05730	Purple
AT3G05740	Blue
AT3G05741	Tan
AT3G05750	Blue
AT3G05760	Grey
AT3G05770	Black
AT3G05780	Black
AT3G05790	Yellow
AT3G05800	Purple
AT3G05810	Yellow
AT3G05820	Magenta
AT3G05830	Grey
AT3G05840	Grey
AT3G05858	Brown
AT3G05860	Tan
AT3G05870	Black
AT3G05880	Grey
AT3G05890	Brown
AT3G05900	Grey
AT3G05905	Grey
AT3G05910	Grey
AT3G05920	Brown
AT3G05930	Magenta
AT3G05932	Magenta
AT3G05935	Turquoise
AT3G05936	Turquoise
AT3G05937	Green
AT3G05940	Salmon
AT3G05950	Brown
AT3G05960	Lightcyan
AT3G05970	Green
AT3G05975	Salmon
AT3G05980	Blue
AT3G05990	Brown
AT3G06010	Blue
AT3G06019	Grey
AT3G06020	Grey
AT3G06030	Blue
AT3G06035	Blue
AT3G06040	Yellow
AT3G06050	Greenyellow
AT3G06060	Blue
AT3G06070	Turquoise
AT3G06080	Turquoise
AT3G06090	Cyan
AT3G06100	Black
AT3G06105	Black
AT3G06110	Grey
AT3G06120	Purple
AT3G06125	Turquoise
AT3G06130	Blue
AT3G06140	Blue
AT3G06145	Purple
AT3G06150	Turquoise
AT3G06160	Blue
AT3G06170	Red
AT3G06180	Grey
AT3G06190	Grey
AT3G06200	Royalblue
AT3G06210	Grey
AT3G06220	Cyan
AT3G06240	Grey
AT3G06250	Yellow
AT3G06260	Magenta
AT3G06270	Magenta
AT3G06290	Grey
AT3G06300	Brown
AT3G06310	Greenyellow
AT3G06320	Yellow
AT3G06330	Turquoise
AT3G06340	Grey
AT3G06350	Greenyellow
AT3G06360	Grey
AT3G06370	Brown
AT3G06380	Turquoise
AT3G06390	Brown
AT3G06400	Salmon
AT3G06410	Grey
AT3G06420	Red
AT3G06430	Purple
AT3G06433	Darkred
AT3G06435	Grey
AT3G06437	Darkred
AT3G06440	Blue
AT3G06450	Blue
AT3G06455	Grey
AT3G06460	Brown
AT3G06470	Turquoise
AT3G06480	Grey
AT3G06483	Turquoise
AT3G06490	Lightgreen
AT3G06500	Red
AT3G06510	Turquoise
AT3G06520	Salmon
AT3G06530	Yellow
AT3G06540	Lightgreen
AT3G06545	Black
AT3G06550	Grey
AT3G06560	Lightyellow
AT3G06570	Grey
AT3G06580	Grey
AT3G06590	Grey
AT3G06600	Blue
AT3G06610	Greenyellow
AT3G06620	Green
AT3G06630	Salmon
AT3G06640	Grey
AT3G06650	Blue
AT3G06660	Royalblue
AT3G06670	Red
AT3G06680	Greenyellow
AT3G06690	Darkred
AT3G06700	Greenyellow
AT3G06710	Yellow
AT3G06720	Greenyellow
AT3G06730	Purple
AT3G06740	Blue
AT3G06750	Turquoise
AT3G06760	Red
AT3G06770	Purple
AT3G06778	Blue
AT3G06780	Red
AT3G06790	Yellow
AT3G06810	Lightgreen
AT3G06820	Grey
AT3G06830	Magenta
AT3G06840	Blue
AT3G06850	Grey
AT3G06860	Lightgreen
AT3G06868	Purple
AT3G06870	Purple
AT3G06880	Purple
AT3G06890	Grey
AT3G06895	Midnightblue
AT3G06900	Midnightblue
AT3G06910	Blue
AT3G06920	Yellow
AT3G06930	Yellow
AT3G06950	Purple
AT3G06960	Grey
AT3G06962	Brown
AT3G06970	Black
AT3G06980	Purple
AT3G06985	Cyan
AT3G06990	Brown
AT3G07000	Brown
AT3G07005	Cyan
AT3G07010	Purple
AT3G07020	Grey
AT3G07030	Yellow
AT3G07040	Green
AT3G07050	Yellow
AT3G07060	Yellow
AT3G07070	Brown
AT3G07080	Red
AT3G07090	Grey
AT3G07100	Grey
AT3G07110	Greenyellow
AT3G07120	Lightcyan
AT3G07130	Brown
