Gene name	Module
AT1G12090	Purple
AT1G12100	Blue
AT1G12110	Brown
AT1G12120	Grey
AT1G12130	Darkred
AT1G12140	Green
AT1G12150	Magenta
AT1G12160	Brown
AT1G12170	Pink
AT1G12180	Salmon
AT1G12190	Pink
AT1G12200	Grey
AT1G12210	Green
AT1G12220	Green
AT1G12230	Turquoise
AT1G12240	Turquoise
AT1G12244	Purple
AT1G12250	Turquoise
AT1G12260	Grey
AT1G12270	Yellow
AT1G12280	Turquoise
AT1G12290	Green
AT1G12294	Red
AT1G12300	Blue
AT1G12310	Greenyellow
AT1G12320	Green
AT1G12330	Blue
AT1G12340	Grey
AT1G12350	Grey
AT1G12360	Green
AT1G12370	Blue
AT1G12380	Salmon
AT1G12390	Grey
AT1G12400	Grey
AT1G12410	Turquoise
AT1G12420	Grey
AT1G12430	Turquoise
AT1G12440	Turquoise
AT1G12450	Magenta
AT1G12460	Blue
AT1G12470	Grey
AT1G12480	Turquoise
AT1G12490	Black
AT1G12500	Purple
AT1G12520	Turquoise
AT1G12530	Grey
AT1G12540	Grey
AT1G12550	Tan
AT1G12560	Brown
AT1G12570	Black
AT1G12580	Red
AT1G12600	Pink
AT1G12610	Magenta
AT1G12620	Blue
AT1G12630	Grey
AT1G12640	Lightgreen
AT1G12650	Yellow
AT1G12660	Cyan
AT1G12663	Salmon
AT1G12665	Darkorange
AT1G12669	Salmon
AT1G12670	Tan
AT1G12672	Tan
AT1G12680	Grey
AT1G12700	Purple
AT1G12710	Grey
AT1G12730	Turquoise
AT1G12740	Brown
AT1G12750	Turquoise
AT1G12760	Red
AT1G12770	Purple
AT1G12775	Blue
AT1G12780	Grey
AT1G12790	Grey
AT1G12800	Turquoise
AT1G12805	Brown
AT1G12810	Red
AT1G12820	Grey
AT1G12830	Yellow
AT1G12840	Greenyellow
AT1G12845	Blue
AT1G12850	Blue
AT1G12855	Grey
AT1G12860	Purple
AT1G12870	Black
AT1G12880	Grey
AT1G12890	Salmon
AT1G12900	Turquoise
AT1G12910	Salmon
AT1G12920	Greenyellow
AT1G12930	Blue
AT1G12940	Green
AT1G12950	Brown
AT1G12970	Red
AT1G12980	Grey
AT1G12990	Grey
AT1G13000	Green
AT1G13020	Greenyellow
AT1G13030	Yellow
AT1G13040	Yellow
AT1G13050	Yellow
AT1G13060	Greenyellow
AT1G13070	Magenta
AT1G13080	Grey
AT1G13090	Turquoise
AT1G13100	Grey
AT1G13110	Turquoise
AT1G13120	Yellow
AT1G13130	Tan
AT1G13140	Black
AT1G13145	Purple
AT1G13150	Black
AT1G13160	Yellow
AT1G13170	Blue
AT1G13180	Grey
AT1G13190	Red
AT1G13195	Red
AT1G13200	Cyan
AT1G13210	Green
AT1G13220	Blue
AT1G13230	Cyan
AT1G13245	Turquoise
AT1G13250	Blue
AT1G13260	Green
AT1G13270	Royalblue
AT1G13280	Grey
AT1G13290	Black
AT1G13300	Brown
AT1G13310	Green
AT1G13320	Greenyellow
AT1G13330	Yellow
AT1G13340	Green
AT1G13350	Grey
AT1G13360	Red
AT1G13370	Black
AT1G13380	Grey
AT1G13390	Red
AT1G13400	Black
AT1G13410	Yellow
AT1G13420	Brown
AT1G13430	Brown
AT1G13440	Greenyellow
AT1G13448	Turquoise
AT1G13450	Red
AT1G13460	Brown
AT1G13470	Darkgreen
AT1G13480	Brown
AT1G13490	Brown
AT1G13500	Brown
AT1G13510	Brown
AT1G13520	Green
AT1G13530	Brown
AT1G13540	Brown
AT1G13550	Green
AT1G13560	Grey
AT1G13570	Pink
AT1G13580	Brown
AT1G13590	Brown
AT1G13600	Grey
AT1G13605	Tan
AT1G13607	Pink
AT1G13608	Violet
AT1G13609	Grey
AT1G13610	Brown
AT1G13620	Brown
AT1G13630	Yellow
AT1G13635	Pink
AT1G13640	Turquoise
AT1G13650	Skyblue
AT1G13670	Brown
AT1G13680	Tan
AT1G13690	Yellow
AT1G13700	Grey
AT1G13710	Grey
AT1G13730	Yellow
AT1G13740	Grey
AT1G13750	Green
AT1G13755	Tan
AT1G13760	Magenta
AT1G13770	Purple
AT1G13780	Black
AT1G13790	Blue
AT1G13800	Yellow
AT1G13810	Yellow
AT1G13820	Turquoise
AT1G13830	Pink
AT1G13860	Blue
AT1G13870	Yellow
AT1G13880	Red
AT1G13890	Magenta
AT1G13900	Grey
AT1G13910	Grey
AT1G13920	Purple
AT1G13930	Turquoise
AT1G13940	Grey
AT1G13950	Brown
AT1G13960	Green
AT1G13970	Magenta
AT1G13980	Grey
AT1G13990	Red
AT1G14000	Green
AT1G14010	Greenyellow
AT1G14020	Blue
AT1G14030	Purple
AT1G14040	Yellow
AT1G14060	Yellow
AT1G14070	Grey
AT1G14071	Grey
AT1G14080	Brown
AT1G14090	Yellow
AT1G14100	Black
AT1G14110	Black
AT1G14120	Brown
AT1G14130	Lightgreen
AT1G14140	Blue
AT1G14150	Turquoise
AT1G14160	Brown
AT1G14170	Grey
AT1G14180	Blue
AT1G14182	Lightcyan
AT1G14185	Brown
AT1G14190	Grey
AT1G14200	Grey
AT1G14205	Royalblue
AT1G14210	Brown
AT1G14220	Brown
AT1G14230	Brown
AT1G14240	Brown
AT1G14250	Turquoise
AT1G14260	Grey
AT1G14270	Turquoise
AT1G14280	Turquoise
AT1G14290	Grey
AT1G14300	Yellow
AT1G14310	Turquoise
AT1G14320	Greenyellow
AT1G14330	Red
AT1G14340	Grey
AT1G14345	Turquoise
AT1G14350	Blue
AT1G14360	Grey
AT1G14370	Green
AT1G14380	Pink
AT1G14390	Pink
AT1G14400	Greenyellow
AT1G14410	Purple
AT1G14420	Magenta
AT1G14430	Blue
AT1G14440	Purple
AT1G14450	Greenyellow
AT1G14455	Tan
AT1G14460	Blue
AT1G14470	Royalblue
AT1G14480	Red
AT1G14490	Yellow
AT1G14500	Brown
AT1G14510	Greenyellow
AT1G14518	Tan
AT1G14520	Tan
AT1G14530	Magenta
AT1G14540	Green
AT1G14550	Brown
AT1G14560	Grey
AT1G14570	Salmon
AT1G14580	Purple
AT1G14590	Grey
AT1G14600	Grey
AT1G14610	Yellow
AT1G14620	Yellow
AT1G14630	Blue
AT1G14640	Red
AT1G14642	Red
AT1G14650	Grey
AT1G14660	Grey
AT1G14670	Greenyellow
AT1G14680	Lightyellow
AT1G14685	Grey
AT1G14686	Magenta
AT1G14687	Pink
AT1G14688	Black
AT1G14690	Salmon
AT1G14700	Turquoise
AT1G14710	Blue
AT1G14720	Turquoise
AT1G14730	Brown
AT1G14740	Red
AT1G14750	Blue
AT1G14755	Salmon
AT1G14760	Black
AT1G14770	Blue
AT1G14780	Green
AT1G14790	Green
AT1G14800	Grey
AT1G14810	Greenyellow
AT1G14820	Grey
AT1G14830	Greenyellow
AT1G14840	Blue
AT1G14850	Yellow
AT1G14860	Brown
AT1G14870	Green
AT1G14880	Green
AT1G14890	Salmon
AT1G14900	Blue
AT1G14910	Grey
AT1G14920	Purple
AT1G14930	Darkred
AT1G14940	Darkred
AT1G14950	Darkred
AT1G14960	Brown
AT1G14970	Blue
AT1G14980	Greenyellow
AT1G14990	Grey
AT1G15000	Blue
AT1G15002	Yellow
AT1G15010	Red
AT1G15015	Black
AT1G15020	Grey
AT1G15030	Turquoise
AT1G15040	Grey
AT1G15050	Grey
AT1G15060	Turquoise
AT1G15080	Purple
AT1G15100	Grey
AT1G15110	Lightgreen
AT1G15120	Greenyellow
AT1G15125	Green
AT1G15130	Green
AT1G15140	Turquoise
AT1G15150	Pink
AT1G15160	Pink
AT1G15165	Purple
AT1G15170	Grey
AT1G15175	Turquoise
AT1G15180	Purple
AT1G15190	Lightyellow
AT1G15200	Yellow
AT1G15210	Brown
AT1G15215	Salmon
AT1G15220	Grey
AT1G15230	Grey
AT1G15240	Red
AT1G15250	Yellow
AT1G15260	Turquoise
AT1G15270	Greenyellow
AT1G15280	Grey
AT1G15290	Turquoise
AT1G15310	Salmon
AT1G15320	Lightyellow
AT1G15330	Darkred
AT1G15340	Turquoise
AT1G15350	Green
AT1G15360	Darkgrey
AT1G15370	Greenyellow
AT1G15380	Lightgreen
AT1G15385	Lightgreen
AT1G15390	Purple
AT1G15400	Red
AT1G15405	Grey
AT1G15410	Turquoise
AT1G15415	Lightcyan
AT1G15420	Yellow
AT1G15430	Red
AT1G15440	Yellow
AT1G15460	Black
AT1G15470	Black
AT1G15480	Yellow
AT1G15490	Blue
AT1G15500	Royalblue
AT1G15510	Royalblue
AT1G15520	Green
AT1G15530	Green
AT1G15540	Brown
AT1G15550	Grey
AT1G15560	Darkgrey
AT1G15570	Blue
AT1G15580	Grey
AT1G15600	Brown
AT1G15610	Brown
AT1G15620	Grey
AT1G15630	Brown
AT1G15640	Brown
AT1G15660	Blue
AT1G15670	Green
AT1G15680	Black
AT1G15690	Greenyellow
AT1G15700	Blue
AT1G15710	Blue
AT1G15720	Yellow
AT1G15730	Turquoise
AT1G15740	Red
AT1G15750	Grey
AT1G15757	Pink
AT1G15760	Blue
AT1G15770	Lightyellow
AT1G15772	Black
AT1G15780	Green
AT1G15790	Green
AT1G15800	Grey
AT1G15810	Yellow
AT1G15820	Turquoise
AT1G15825	Turquoise
AT1G15830	Purple
AT1G15840	Darkred
AT1G15850	Lightyellow
AT1G15860	Red
AT1G15870	Yellow
AT1G15880	Red
AT1G15885	Turquoise
AT1G15890	Green
AT1G15900	Green
AT1G15910	Blue
AT1G15920	Red
AT1G15930	Greenyellow
AT1G15940	Salmon
AT1G15950	Grey
AT1G15960	Turquoise
AT1G15970	Blue
AT1G15980	Turquoise
AT1G15990	Lightcyan
AT1G16000	Yellow
AT1G16010	Red
AT1G16020	Blue
AT1G16022	Grey
AT1G16025	Grey
AT1G16030	Grey
AT1G16040	Grey
AT1G16060	Grey
AT1G16070	Blue
AT1G16080	Turquoise
AT1G16090	Grey
AT1G16110	Green
AT1G16120	Brown
AT1G16130	Red
AT1G16140	Brown
AT1G16150	Brown
AT1G16160	Brown
AT1G16170	Grey
AT1G16180	Red
AT1G16190	Blue
AT1G16210	Grey
AT1G16220	Blue
AT1G16225	Brown
AT1G16230	Brown
AT1G16240	Red
AT1G16250	Red
AT1G16260	Turquoise
AT1G16270	Yellow
AT1G16280	Yellow
AT1G16290	Magenta
AT1G16300	Yellow
AT1G16310	Grey
AT1G16320	Turquoise
AT1G16330	Blue
AT1G16340	Blue
AT1G16350	Yellow
AT1G16360	Lightcyan
AT1G16370	Brown
AT1G16380	Magenta
AT1G16390	Tan
AT1G16400	Brown
AT1G16410	Turquoise
AT1G16420	Green
AT1G16430	Yellow
AT1G16440	Brown
AT1G16445	Royalblue
AT1G16460	Turquoise
AT1G16470	Greenyellow
AT1G16480	Yellow
AT1G16489	Grey
AT1G16490	Grey
AT1G16500	Salmon
AT1G16510	Green
AT1G16515	Grey
AT1G16520	Blue
AT1G16530	Grey
AT1G16540	Lightgreen
AT1G16550	Blue
AT1G16560	Brown
AT1G16570	Grey
AT1G16590	Grey
AT1G16610	Yellow
AT1G16620	Grey
AT1G16630	Blue
AT1G16635	Yellow
AT1G16640	Blue
AT1G16650	Grey
AT1G16670	Green
AT1G16680	Grey
AT1G16690	Blue
AT1G16700	Greenyellow
AT1G16705	Salmon
AT1G16710	Green
AT1G16720	Turquoise
AT1G16730	Turquoise
AT1G16740	Greenyellow
AT1G16750	Purple
AT1G16760	Magenta
AT1G16770	Grey
AT1G16780	Blue
AT1G16790	Royalblue
AT1G16800	Blue
AT1G16810	Greenyellow
AT1G16820	Grey
AT1G16825	Grey
AT1G16830	Yellow
AT1G16840	Red
AT1G16850	Grey
AT1G16858	Blue
AT1G16860	Blue
AT1G16870	Yellow
AT1G16880	Turquoise
AT1G16890	Grey
AT1G16900	Yellow
AT1G16905	Brown
AT1G16910	Black
AT1G16916	Grey
AT1G16920	Blue
AT1G16930	Brown
AT1G16940	Black
AT1G16950	Lightgreen
AT1G16960	Turquoise
AT1G16970	Yellow
AT1G16980	Pink
AT1G17000	Darkorange
AT1G17010	Darkred
AT1G17020	Lightgreen
AT1G17030	Cyan
AT1G17040	Grey
AT1G17050	Turquoise
AT1G17060	Brown
AT1G17070	Yellow
AT1G17080	Red
AT1G17090	Grey
AT1G17100	Turquoise
AT1G17110	Grey
AT1G17120	Grey
AT1G17130	Yellow
AT1G17140	Blue
AT1G17145	Red
AT1G17147	Green
AT1G17150	Darkorange
AT1G17160	Grey
AT1G17170	Brown
AT1G17180	Brown
AT1G17190	Blue
AT1G17200	Turquoise
AT1G17210	Grey
AT1G17220	Turquoise
AT1G17230	Green
AT1G17232	Green
AT1G17235	Blue
AT1G17240	Green
AT1G17250	Tan
AT1G17255	Tan
AT1G17260	Tan
AT1G17270	Brown
AT1G17280	Red
AT1G17285	Brown
AT1G17290	Red
AT1G17300	Brown
AT1G17310	Brown
AT1G17330	Green
AT1G17340	Red
AT1G17345	Brown
AT1G17350	Blue
AT1G17360	Grey
AT1G17370	Grey
AT1G17380	Red
AT1G17400	Grey
AT1G17410	Red
AT1G17420	Red
AT1G17430	Grey
AT1G17440	Green
AT1G17450	Grey
AT1G17455	Grey
AT1G17460	Yellow
AT1G17470	Greenyellow
AT1G17480	Blue
AT1G17490	Grey
AT1G17500	Green
AT1G17510	Yellow
AT1G17520	Black
AT1G17530	Salmon
AT1G17540	Magenta
AT1G17550	Red
AT1G17560	Blue
AT1G17580	Grey
AT1G17590	Grey
AT1G17600	Green
AT1G17610	Green
AT1G17615	Darkgreen
AT1G17620	Tan
AT1G17630	Yellow
AT1G17640	Grey
AT1G17650	Purple
AT1G17665	Purple
AT1G17680	Lightgreen
AT1G17690	Yellow
AT1G17700	Purple
AT1G17710	Black
AT1G17720	Brown
AT1G17730	Pink
AT1G17744	Green
AT1G17745	Green
AT1G17750	Red
AT1G17760	Yellow
AT1G17770	Tan
AT1G17780	Green
AT1G17790	Black
AT1G17800	Darkorange
AT1G17810	Darkred
AT1G17820	Grey
AT1G17830	Red
AT1G17840	Turquoise
AT1G17850	Purple
AT1G17860	Brown
AT1G17870	Grey
AT1G17880	Greenyellow
AT1G17890	Greenyellow
AT1G17920	Blue
AT1G17930	Salmon
AT1G17940	Grey
AT1G17950	Grey
AT1G17960	Grey
AT1G17970	Turquoise
AT1G17980	Green
AT1G17990	Turquoise
AT1G18000	Turquoise
AT1G18010	Turquoise
AT1G18020	Turquoise
AT1G18030	Grey
AT1G18040	Blue
AT1G18050	Black
AT1G18060	Turquoise
AT1G18070	Greenyellow
AT1G18075	Grey
AT1G18080	Greenyellow
AT1G18090	Purple
AT1G18100	Blue
AT1G18120	Black
AT1G18140	Brown
AT1G18150	Grey
AT1G18160	Green
AT1G18170	Turquoise
AT1G18180	Salmon
AT1G18190	Tan
AT1G18191	Red
AT1G18200	Red
AT1G18210	Red
AT1G18230	Darkturquoise
AT1G18250	Blue
AT1G18260	Grey
AT1G18265	Turquoise
AT1G18270	Red
AT1G18280	Darkgrey
AT1G18290	Brown
AT1G18300	Red
AT1G18310	Grey
AT1G18320	Yellow
AT1G18330	Turquoise
AT1G18335	Purple
AT1G18340	Blue
AT1G18350	Tan
AT1G18360	Purple
AT1G18370	Blue
AT1G18382	Green
AT1G18390	Green
AT1G18400	Grey
AT1G18410	Magenta
AT1G18415	Blue
AT1G18420	Blue
AT1G18440	Purple
AT1G18450	Yellow
AT1G18460	Turquoise
AT1G18470	Red
AT1G18480	Yellow
AT1G18485	Purple
AT1G18486	Cyan
AT1G18490	Purple
AT1G18500	Grey
AT1G18510	Magenta
AT1G18520	Darkgrey
AT1G18530	Magenta
AT1G18540	Greenyellow
AT1G18550	Blue
AT1G18560	Grey
AT1G18570	Green
AT1G18580	Grey
AT1G18590	Grey
AT1G18600	Blue
AT1G18610	Blue
AT1G18620	Turquoise
AT1G18630	Yellow
AT1G18640	Blue
AT1G18650	Blue
AT1G18660	Turquoise
AT1G18670	Blue
AT1G18680	Grey
AT1G18690	Brown
AT1G18700	Salmon
AT1G18710	Turquoise
AT1G18720	Grey
AT1G18730	Turquoise
AT1G18735	Turquoise
AT1G18740	Red
AT1G18745	Grey
AT1G18750	Grey
AT1G18760	Tan
AT1G18770	Pink
AT1G18773	Turquoise
AT1G18780	Black
AT1G18800	Yellow
AT1G18810	Turquoise
AT1G18830	Black
AT1G18835	Grey
AT1G18840	Blue
AT1G18850	Yellow
AT1G18860	Brown
AT1G18870	Grey
AT1G18871	Midnightblue
AT1G18880	Grey
AT1G18890	Green
AT1G18900	Yellow
AT1G18910	Brown
AT1G18940	Brown
AT1G18950	Yellow
AT1G18960	Lightyellow
AT1G18970	Brown
AT1G18980	Brown
AT1G18990	Magenta
AT1G19000	Turquoise
AT1G19010	Grey
AT1G19020	Red
AT1G19025	Grey
AT1G19030	Black
AT1G19040	Red
AT1G19050	Grey
AT1G19060	Black
AT1G19070	Grey
AT1G19080	Grey
AT1G19090	Magenta
AT1G19100	Blue
AT1G19110	Grey
AT1G19115	Brown
AT1G19120	Blue
AT1G19130	Grey
AT1G19140	Grey
AT1G19150	Turquoise
AT1G19160	Tan
AT1G19170	Grey
AT1G19180	Red
AT1G19190	Tan
AT1G19200	Lightgreen
AT1G19210	Red
AT1G19220	Brown
AT1G19230	Brown
AT1G19240	Yellow
AT1G19250	Green
AT1G19270	Red
AT1G19290	Yellow
AT1G19300	Red
AT1G19310	Red
AT1G19320	Pink
AT1G19330	Salmon
AT1G19340	Grey
AT1G19350	Turquoise
AT1G19360	Brown
AT1G19370	Grey
AT1G19371	Grey
AT1G19373	Grey
AT1G19376	Midnightblue
AT1G19380	Red
AT1G19390	Brown
AT1G19394	Red
AT1G19396	Red
AT1G19397	Red
AT1G19400	Turquoise
AT1G19410	Tan
AT1G19415	Grey
AT1G19420	Grey
AT1G19430	Grey
AT1G19440	Blue
AT1G19450	Pink
AT1G19460	Lightyellow
AT1G19464	Skyblue
AT1G19470	Lightyellow
AT1G19480	Blue
AT1G19485	Grey
AT1G19490	Grey
AT1G19500	Magenta
AT1G19510	Turquoise
AT1G19520	Yellow
AT1G19530	Darkred
AT1G19540	Red
AT1G19550	Grey
AT1G19560	Grey
AT1G19570	Grey
AT1G19580	Yellow
AT1G19600	Grey
AT1G19610	Green
AT1G19620	Turquoise
AT1G19630	Grey
AT1G19640	Pink
AT1G19650	Turquoise
AT1G19660	Turquoise
AT1G19670	Turquoise
AT1G19680	Red
AT1G19690	Purple
AT1G19700	Pink
AT1G19710	Blue
AT1G19715	Turquoise
AT1G19720	Turquoise
AT1G19730	Black
AT1G19740	Turquoise
AT1G19750	Black
AT1G19770	Red
AT1G19780	Magenta
AT1G19790	Steelblue
AT1G19800	Purple
AT1G19810	Black
AT1G19830	Salmon
AT1G19835	Blue
AT1G19840	Blue
AT1G19850	Salmon
AT1G19860	Grey
AT1G19870	Blue
AT1G19880	Blue
AT1G19890	Lightcyan
AT1G19900	Brown
AT1G19910	Greenyellow
AT1G19920	Purple
AT1G19940	Pink
AT1G19950	Blue
AT1G19960	Turquoise
AT1G19968	Brown
AT1G19970	Blue
AT1G19980	Cyan
AT1G19990	Yellow
AT1G20010	Purple
AT1G20015	Yellow
AT1G20020	Turquoise
AT1G20030	Grey
AT1G20050	Greenyellow
AT1G20060	Blue
AT1G20065	Yellow
AT1G20070	Grey
AT1G20080	Lightcyan
AT1G20090	Blue
AT1G20100	Red
AT1G20110	Green
AT1G20120	Black
AT1G20130	Darkgrey
AT1G20132	Black
AT1G20135	Lightcyan
AT1G20140	Yellow
AT1G20150	Black
AT1G20160	Grey
AT1G20170	Lightgreen
AT1G20180	Lightgreen
AT1G20190	Blue
AT1G20200	Greenyellow
AT1G20220	Yellow
AT1G20225	Grey
AT1G20230	Yellow
AT1G20240	Pink
AT1G20260	Greenyellow
AT1G20270	Tan
AT1G20280	Magenta
AT1G20290	Grey
AT1G20300	Yellow
AT1G20310	Red
AT1G20320	Black
AT1G20330	Greenyellow
AT1G20340	Turquoise
AT1G20350	Red
AT1G20360	Pink
AT1G20370	Yellow
AT1G20375	Grey
AT1G20380	Blue
AT1G20390	Grey
AT1G20400	Grey
AT1G20410	Yellow
AT1G20430	Greenyellow
AT1G20440	Grey
AT1G20450	Grey
AT1G20460	Red
AT1G20470	Turquoise
AT1G20480	Blue
AT1G20490	Red
AT1G20500	Pink
AT1G20510	Red
AT1G20515	Grey
AT1G20520	Grey
AT1G20530	Blue
AT1G20540	Purple
AT1G20550	Tan
AT1G20560	Grey
AT1G20570	Blue
AT1G20575	Grey
AT1G20580	Greenyellow
AT1G20590	Blue
AT1G20600	Yellow
AT1G20610	Blue
AT1G20620	Turquoise
AT1G20630	Magenta
AT1G20640	Grey
AT1G20650	Turquoise
AT1G20657	Black
AT1G20670	Grey
AT1G20680	Tan
AT1G20690	Grey
AT1G20691	Grey
AT1G20693	Turquoise
AT1G20696	Greenyellow
AT1G20700	Brown
AT1G20720	Blue
AT1G20730	Tan
AT1G20735	Pink
AT1G20740	Tan
AT1G20750	Black
AT1G20760	Grey
AT1G20770	Greenyellow
AT1G20780	Green
AT1G20790	Black
AT1G20795	Tan
AT1G20800	Black
AT1G20810	Turquoise
AT1G20816	Purple
AT1G20823	Grey
AT1G20830	Turquoise
AT1G20840	Brown
AT1G20850	Grey
AT1G20860	Brown
AT1G20870	Blue
AT1G20875	Salmon
AT1G20880	Lightgreen
AT1G20890	Grey
AT1G20900	Brown
AT1G20910	Yellow
AT1G20920	Grey
AT1G20925	Lightcyan
AT1G20930	Blue
AT1G20940	Pink
AT1G20950	Blue
AT1G20960	Yellow
AT1G20970	Grey
AT1G20980	Red
AT1G20990	Grey
AT1G21000	Red
AT1G21010	Red
AT1G21050	Brown
AT1G21060	Purple
AT1G21065	Turquoise
AT1G21070	Blue
AT1G21080	Red
AT1G21090	Blue
AT1G21100	Green
AT1G21110	Green
AT1G21120	Green
AT1G21130	Green
AT1G21140	Pink
AT1G21150	Blue
AT1G21160	Grey
AT1G21170	Grey
AT1G21190	Yellow
AT1G21200	Green
AT1G21202	Midnightblue
AT1G21210	Green
AT1G21230	Brown
AT1G21240	Green
AT1G21245	Darkgreen
AT1G21250	Green
AT1G21260	Grey
AT1G21270	Green
AT1G21280	Salmon
AT1G21290	Black
AT1G21300	Lightyellow
AT1G21310	Brown
AT1G21320	Lightyellow
AT1G21326	Green
AT1G21327	Darkgrey
AT1G21340	Brown
AT1G21350	Turquoise
AT1G21360	Brown
AT1G21370	Green
AT1G21380	Green
AT1G21390	Green
AT1G21395	Pink
AT1G21400	Grey
AT1G21410	Grey
AT1G21430	Salmon
AT1G21440	Grey
AT1G21450	Red
AT1G21460	Grey
AT1G21470	Magenta
AT1G21475	Tan
AT1G21480	Grey
AT1G21490	Pink
AT1G21500	Turquoise
AT1G21510	Grey
AT1G21520	Green
AT1G21525	Green
AT1G21528	Saddlebrown
AT1G21529	Grey
AT1G21530	Brown
AT1G21540	Grey
AT1G21550	Red
AT1G21560	Blue
AT1G21580	Green
AT1G21590	Turquoise
AT1G21600	Turquoise
AT1G21610	Grey
AT1G21620	Lightyellow
AT1G21630	Grey
AT1G21640	Turquoise
AT1G21650	Royalblue
AT1G21651	Green
AT1G21660	Grey
AT1G21670	Grey
AT1G21680	Turquoise
AT1G21690	Yellow
AT1G21695	Tan
AT1G21700	Blue
AT1G21710	Blue
AT1G21720	Greenyellow
AT1G21722	Lightcyan
AT1G21730	Blue
AT1G21740	Yellow
AT1G21750	Greenyellow
AT1G21760	Red
AT1G21770	Turquoise
AT1G21780	Turquoise
AT1G21790	Pink
AT1G21810	Blue
AT1G21830	Grey
AT1G21840	Grey
AT1G21850	Darkorange
AT1G21860	Cyan
AT1G21864	Cyan
AT1G21866	Cyan
AT1G21870	Cyan
AT1G21880	Blue
AT1G21890	Pink
AT1G21900	Red
AT1G21910	Grey
AT1G21920	Grey
AT1G21925	Cyan
AT1G21928	Cyan
AT1G21930	Grey
AT1G21940	Grey60
AT1G21950	Darkorange
AT1G21960	Black
AT1G21970	Pink
AT1G21980	Grey
AT1G21990	Saddlebrown
AT1G22000	Blue
AT1G22010	Black
AT1G22015	Salmon
AT1G22020	Lightgreen
AT1G22030	Blue
AT1G22040	Grey
AT1G22050	Grey
AT1G22060	Blue
AT1G22065	Pink
AT1G22070	Green
AT1G22080	Midnightblue
AT1G22090	Black
AT1G22100	Darkgrey
AT1G22110	Magenta
AT1G22120	Tan
AT1G22130	Lightcyan
AT1G22140	Turquoise
AT1G22150	Lightcyan
AT1G22160	Turquoise
AT1G22170	Blue
AT1G22180	Green
AT1G22190	Red
AT1G22200	Magenta
AT1G22210	Darkorange
AT1G22220	Brown
AT1G22230	Brown
AT1G22240	Salmon
AT1G22250	Blue
AT1G22260	Blue
AT1G22270	Greenyellow
AT1G22275	Lightyellow
AT1G22280	Green
AT1G22290	Brown
AT1G22300	Greenyellow
AT1G22310	Grey
AT1G22330	Blue
AT1G22340	Green
AT1G22350	Turquoise
AT1G22360	Green
AT1G22370	Turquoise
AT1G22380	Magenta
AT1G22400	Green
AT1G22403	Lightgreen
AT1G22410	Greenyellow
AT1G22420	Darkgreen
AT1G22430	Turquoise
AT1G22440	Brown
AT1G22450	Greenyellow
AT1G22460	Magenta
AT1G22470	Grey
AT1G22480	Pink
AT1G22490	Cyan
AT1G22500	Brown
AT1G22510	Red
AT1G22520	Greenyellow
AT1G22530	Grey
AT1G22540	Grey
AT1G22550	Brown
AT1G22570	Green
AT1G22590	Purple
AT1G22600	Darkred
AT1G22610	Grey
AT1G22620	Turquoise
AT1G22630	Turquoise
AT1G22640	Grey
AT1G22650	Green
AT1G22660	Yellow
AT1G22670	Tan
AT1G22680	Brown
AT1G22690	Turquoise
AT1G22700	Turquoise
AT1G22710	Turquoise
AT1G22720	Lightcyan
AT1G22730	Lightcyan
AT1G22740	Turquoise
AT1G22750	Turquoise
AT1G22760	Darkgrey
AT1G22770	Grey
AT1G22780	Greenyellow
AT1G22790	Blue
AT1G22800	Yellow
AT1G22810	Red
AT1G22830	Grey
AT1G22840	Greenyellow
AT1G22850	Turquoise
AT1G22860	Grey
AT1G22870	Green
AT1G22880	Brown
AT1G22882	Green
AT1G22885	Grey
AT1G22890	Grey
AT1G22900	Grey
AT1G22910	Turquoise
AT1G22920	Salmon
AT1G22930	Red
AT1G22940	Turquoise
AT1G22950	Yellow
AT1G22960	Yellow
AT1G22970	Yellow
AT1G22980	Salmon
AT1G22985	Red
AT1G22990	Magenta
AT1G23000	Blue
AT1G23010	Tan
AT1G23020	Green
AT1G23030	Grey
AT1G23040	Lightgreen
AT1G23050	Grey
AT1G23052	Grey
AT1G23060	Magenta
AT1G23070	Magenta
AT1G23080	Purple
AT1G23090	Green
AT1G23100	Yellow
AT1G23110	Grey
AT1G23120	Green
AT1G23130	Turquoise
AT1G23140	Green
AT1G23145	Darkorange
AT1G23147	Pink
AT1G23149	Magenta
AT1G23150	Magenta
AT1G23160	Brown
AT1G23170	Blue
AT1G23180	Purple
AT1G23190	Grey
AT1G23200	Pink
AT1G23201	Darkred
AT1G23205	Blue
AT1G23210	Brown
AT1G23220	Grey
AT1G23230	Yellow
AT1G23240	Darkgrey
AT1G23250	Darkgrey
AT1G23260	Grey
AT1G23280	Yellow
AT1G23290	Greenyellow
AT1G23300	Midnightblue
AT1G23310	Turquoise
AT1G23320	Darkorange
AT1G23330	Black
AT1G23340	Blue
AT1G23350	Magenta
AT1G23360	Purple
AT1G23380	Grey
AT1G23390	Turquoise
AT1G23400	Turquoise
AT1G23410	Yellow
AT1G23420	Salmon
AT1G23440	Red
AT1G23450	Yellow
AT1G23460	Grey
AT1G23465	Grey
AT1G23470	Grey
AT1G23480	Purple
AT1G23490	Greenyellow
AT1G23500	Lightcyan
AT1G23510	Darkgrey
AT1G23520	Darkgrey
AT1G23530	Grey
AT1G23540	Magenta
AT1G23550	Grey
